canonical_id,fullName,dob,precision,source
0d9f2d60c2483ea0,Shara Magomedov,1994-05-16,day,sherdog
b28df5607a6b1db8,Bryce Mitchell,1994-10-04,day,sherdog
00de3a4bfdc4a1ba,Said Nurmagomedov,1992-04-05,day,sherdog
e6abc381d85dfa34,Da'Mon Blackshear,1994-08-12,day,sherdog
60bc6c8b8e95bd3c,Amanda Ribas,1993-08-26,day,sherdog
d5ac91a888b66ee6,Mohammad Yahya,1994-05-23,day,sherdog
6ff3abc1052a0921,Steven Nguyen,1993-05-19,day,sherdog
04c3977524fb97e0,Martin Buday,1991-11-11,day,sherdog
3831bcbeade5a335,Dustin Poirier,1989-01-19,day,wikidata
27dc95be9b98006d,Daniel Rodriguez,1986-12-31,day,sherdog
fd67143f447281de,Patricio Freire,1987-07-07,day,sherdog
966e46aafac530c8,Islam Dulatov,1998-08-02,day,sherdog
837a9f78be0b2fc9,Marcin Prachnio,1988-07-14,day,sherdog
a0989877f644f2ab,Lukasz Brzeski,1992-05-17,day,wikidata
c5156b7a02344aa1,Stephen Thompson,1983-02-11,day,sherdog
b015a1a954f587d1,Calvin Kattar,1988-03-26,day,sherdog
94b00343ca5505af,Lauren Murphy,1983-07-27,day,sherdog
af8e52231b4cfce5,Mitch Ramirez,1992-11-03,day,sherdog
c089e6624556674f,Mike Davis,1992-10-07,day,sherdog
e5e9129255fd285f,Melissa Martinez,1997-08-18,day,sherdog
875c9f59fc746b88,Ilia Topuria,1997-01-21,day,sherdog
f5f171343461fc38,Kai Kara-France,1993-03-26,day,sherdog
e18ec46a5875684b,Felipe Lima,1998-05-07,day,sherdog
3dc200641c5e5245,Viviane Araujo,1986-11-21,day,sherdog
184b150c59c5539d,Alvin Hines,1991-10-20,day,sherdog
fa92f349c2df714c,Jamahal Hill,1991-05-19,day,sherdog
e6bdebff94eddc25,Nikolas Motta,1993-02-08,day,sherdog
a11db5b1e98120ae,Melissa Mullins,1991-07-23,day,sherdog
36959e53237eed0a,Mohammed Usman,1989-04-01,day,sherdog
09c4ebb55e8079b1,Kamaru Usman,1987-05-11,day,sherdog
00cc7715cc0d4b51,Miranda Maverick,1997-07-01,day,sherdog
a7ed9d9e59972d38,Court McGee,1984-12-12,day,sherdog
6fe6a57990709869,Cameron Smotherman,1997-09-17,day,sherdog
16a0eba44cd46eb9,Ange Loosa,1993-03-18,day,sherdog
f8588e91351f8a39,Vanessa Demopoulos,1988-09-22,day,sherdog
539a8690e6be156e,Julianna Pena,1989-08-19,day,sherdog
e8904c85658949e8,Kayla Harrison,1990-07-02,day,wikidata
f1ab1276d646f580,Ariane da Silva,1994-01-26,day,sherdog
c4d39d0ecab35b23,Jeka Saragih,1995-01-01,day,sherdog
f1fe8d640302d684,Yanal Ashmouz,1995-03-31,day,sherdog
bc2a324521f4f42e,Mark Choinski,1995-10-22,day,sherdog
c9bb479dabdb48bf,Billy Ray Goff,1998-06-18,day,sherdog
ecdf6dcdb523bb8d,Kurt Holobaugh,1986-09-08,day,sherdog
cfd0252570ae2229,Rayanne dos Santos,1995-06-08,day,sherdog
98def16d7bb14aa9,Sodiq Yusuff,1993-05-19,day,sherdog
37962e622840843a,Nursulton Ruziboev,1993-11-19,day,sherdog
37f91d57ed109584,Connor Matthews,1992-05-31,day,sherdog
ca846720b8878cbc,Elise Reed,1992-12-05,day,sherdog
d7974c32755e4b64,Carlos Hernandez,1993-10-25,day,sherdog
0ce8ac03e1fc8da4,Luana Pinheiro,1992-11-18,day,sherdog
941e2615d914d962,Jose Aldo,1986-09-09,day,wikidata
b4f7cacb2ddc5231,Brad Katona,1991-12-19,day,sherdog
3e56f6fcc29a8f9d,Santiago Ponzinibbio,1986-09-26,day,sherdog
1f5d82279eb460df,Serhiy Sidey,1996-07-04,day,sherdog
adae0f478fafba7e,Miesha Tate,1986-08-18,day,wikidata
c42bb75b660872de,Marina Rodriguez,1987-04-29,day,sherdog
9ffda31f36b02c95,Gaston Bolanos,1992-09-14,day,sherdog
83c80f54de1b32fe,Don'Tale Mayes,1992-01-16,day,sherdog
9a0d9b9d8c551d65,Ivana Petrovic,1994-06-11,day,sherdog
c64e85074d1984f8,Anthony Smith,1988-07-26,day,sherdog
78ebf7d241e77844,Jimmy Flick,1990-09-07,day,sherdog
debe6f0d96121434,Evan Elder,1997-04-11,day,sherdog
0eed054506a94abf,Cameron Saaiman,2000-12-20,day,sherdog
4068eabd52a7fa93,Chelsea Chandler,1994-01-29,day,sherdog
2ec8d26e4041f9fb,Michael Chandler,1986-04-24,day,wikidata
5a9c4dff8eee3cd8,Yair Rodriguez,1992-10-06,day,sherdog
a238e2e4c9670e90,Sean Woodson,1992-06-07,day,sherdog
c58c3a863045d224,Yan Xiaonan,1989-06-16,day,sherdog
297d71e3e51e67fc,Darren Elkins,1984-05-16,day,sherdog
4c2501ed3cec6b3c,Diana Belbita,1996-06-26,day,sherdog
4d3420e4479f7e2d,Istela Nunes,1992-07-23,day,sherdog
d711c2758350cbf5,Victor Henry,1987-05-04,day,sherdog
3ae417889e6fa052,Pedro Falcao,1992-07-30,day,sherdog
daa8caf6878b4796,CJ Vergara,1991-06-18,day,sherdog
59fcc641cfc67b7d,Ronaldo Rodriguez,1999-05-07,day,sherdog
e743c67e21cfa0e9,Vinc Pichel,1982-11-23,day,sherdog
a24790347db005b3,Gabriel Miranda,1990-03-25,day,sherdog
6e78fc11797303ec,Gunnar Nelson,1988-07-28,day,wikidata
09257c82f023e752,Molly McCann,1990-05-04,day,sherdog
cb8d5ce5014434c9,Jordan Vucenic,1996-03-02,day,sherdog
d49758d4b92d2200,Felipe dos Santos,2000-09-11,day,sherdog
a0cd4255eec2a5b8,Mick Parkin,1995-10-02,day,sherdog
7915c978759b49fb,Puja Tomar,1993-12-05,day,sherdog
fae7eb34e7f7da2a,Caolan Loughran,1996-05-18,day,sherdog
2cf328c893839744,Guram Kutateladze,1992-01-08,day,sherdog
7331db060c1586eb,Carlos Vera,1987-11-05,day,sherdog
e1601c0597a7b444,Andre Lima,1999-02-04,day,sherdog
42ef43eb5a5e2399,Josiane Nunes,1993-12-23,day,sherdog
0488ce27e1b8bb1d,Rei Tsuruya,2002-06-22,day,sherdog
5d5dc3bf943ec3f3,Armen Petrosyan,1990-11-03,day,sherdog
d46685b2069b7029,Julian Marquez,1990-05-08,day,sherdog
d64eea071f4c4273,Andrea Lee,1989-02-11,day,wikidata
7a88ea78c1ad646f,Melsik Baghdasaryan,1992-01-28,day,sherdog
5941bd38f1fe3952,Dylan Budka,2000-01-14,day,sherdog
623decd8a3a04ba3,Julia Avila,1988-05-11,day,sherdog
8536eeb50cbb47fd,Justin Tafa,1993-12-13,day,sherdog
08225d9bd0971e37,Gabriel Santos,1996-11-28,day,sherdog
860c192798dd902a,Kevin Jousset,1993-05-02,day,sherdog
5d343b433377ccd9,Anshul Jubli,1995-01-13,day,sherdog
bc712336ca186386,Jairzinho Rozenstruik,1988-03-17,day,sherdog
91b7ec57781273b3,Damir Hadzovic,1986-08-08,day,sherdog
d4e93a7ddec657bc,Lucas Alexander,1995-07-28,day,sherdog
085a230fc9e8aafb,Jamal Pogues,1995-12-01,day,sherdog
2e98f3a31b40b58f,Carlston Harris,1987-07-09,day,sherdog
37c471a0293b8114,Abdul Razak Alhassan,1985-08-11,day,sherdog
7aeb78dffc4f5978,Jose Johnson,1995-05-20,day,sherdog
602460be3bce1990,Ihor Potieria,1996-05-29,day,sherdog
64cc87d3b1415720,Trey Ogden,1989-11-14,day,sherdog
a26f4c35afe8c6bb,Preston Parsons,1995-07-15,day,sherdog
97c47845e7f9a88b,Magomed Gadzhiyasulov,1993-11-04,day,sherdog
9f310e095342e68c,Viktoriia Dudakova,1999-01-26,day,sherdog
97b41815ee1fcfd0,Joe Solecki,1993-08-27,day,sherdog
b7f5a832b68bad95,Colby Covington,1988-02-22,day,sherdog
15a5d250b43e99c3,Billy Quarantillo,1988-12-08,day,sherdog
a08d0019ab93b5d6,Ottman Azaitar,1990-02-20,day,sherdog
9b0a5e128fb051a5,Fernando Padilla,1996-12-15,day,sherdog
194c30e0b6259280,Josefine Knutsson,1996-01-16,day,wikidata
04af9104a6d2ebbc,Shavkat Rakhmonov,1994-10-23,day,sherdog
87cca15cbb8f6d7b,Kron Gracie,1988-07-11,day,sherdog
64779053fdf01be7,Bryan Battle,1994-09-21,day,sherdog
621594f54b916cda,Chris Weidman,1984-06-17,day,wikidata
8608ea6dda73b4bc,Clay Guida,1981-12-08,day,wikidata
cae5d7218cbc2994,Song Kenan,1990-03-10,day,sherdog
4675830a8d994d0e,Jon Jones,1987-07-19,day,wikidata
d534705eda01adaa,Stipe Miocic,1982-08-19,day,wikidata
9ae6be6b0db58d78,James Llontop,1999-08-02,day,sherdog
b7b781c36eec84ca,Jonathan Martinez,1994-04-20,day,sherdog
e23b0c40b31209fc,Damon Jackson,1988-08-08,day,sherdog
8b5a35b5b96d68de,Mickey Gall,1992-01-22,day,sherdog
26596dd02f66a52e,Bassil Hafez,1992-01-31,day,sherdog
faeba0b553b119db,Matthew Semelsberger,1992-11-23,day,sherdog
77051a019991ecab,Cody Stamann,1989-11-09,day,sherdog
473d57add1655a1a,Caio Machado,1994-07-20,day,sherdog
aee5bfbf2cc387ac,Trevin Giles,1992-08-06,day,sherdog
c3bcfc16b4af14a3,Pedro Munhoz,1986-09-07,day,sherdog
0651190a213d45b2,Jack Shore,1995-02-06,day,sherdog
f18236a4cfbcb1d5,Alexandr Romanov,1990-12-11,day,sherdog
5de030e625a4928c,Rodrigo Nascimento,1992-11-26,day,sherdog
3930350bd0ffe056,Garrett Armfield,1996-10-09,day,sherdog
07437ba38048dad7,Chad Anheliger,1986-12-01,day,sherdog
9bb425f4d50a87eb,Rafael Dos Anjos,1984-10-26,day,sherdog
fca2542155e4fd20,Victor Hugo,1992-11-22,day,sherdog
b6e46aa39a0633e8,Jake Hadley,1996-08-03,day,sherdog
e0506c372c3a8916,Daniel Pineda,1985-08-06,day,sherdog
f9289606c5dd9dc2,Matheus Nicolau,1993-01-06,day,sherdog
90ac0050b15a98ba,Tamires Vidal,1998-07-27,day,sherdog
dd08899a91fb108b,Jessica Penne,1983-01-30,day,wikidata
3fbed33ac7d823ae,Robelis Despaigne,1988-09-09,day,wikidata
a5ad19d30b712b5e,Jared Gooden,1993-12-05,day,sherdog
c62d07b2a13212ac,Jonathan Pearce,1992-05-01,day,sherdog
d2f5ea74eafaebd7,Cory McKenna,1999-07-11,day,sherdog
e8d76aa17db4a164,Dan Argueta,1993-08-13,day,sherdog
8a1aa5c3cd50dedf,Cody Haddon,1998-09-08,day,sherdog
045c822cfbde9b37,Raquel Pennington,1988-09-05,day,sherdog
9bc937f20639dce9,Ovince Saint Preux,1983-04-08,day,sherdog
932f0c2a98982c95,Carla Esparza,1987-10-10,day,wikidata
73c7983d59bbc307,Tim Means,1984-02-20,day,sherdog
8a16937a5715022f,Da Woon Jung,1993-12-07,day,sherdog
64c7119b9beb015a,Roosevelt Roberts,1994-02-11,day,sherdog
64f842aa46e8b2d6,Taylor Lapilus,1992-04-08,day,sherdog
edf83b64bd3557d4,Victor Altamirano,1991-01-23,day,sherdog
1b1d9afb92063b51,Irene Aldana,1988-03-26,day,sherdog
1e3c1b3b3d096236,Yazmin Jauregui,1999-02-28,day,sherdog
122fde0994a2f457,Trevor Peek,1995-01-09,day,sherdog
bbcda1c072a0629b,Brendon Marotte,1997-01-13,day,sherdog
2ea36694e624be84,Zygimantas Ramaska,1996-12-27,day,sherdog
d77d7e2d8258cc82,Victoria Leonardo,1990-02-16,day,sherdog
766e3c91dde6eea2,Li Jingliang,1988-03-20,day,sherdog
292dbb8896fa15dd,Josh Culibao,1994-05-24,day,sherdog
aae070309e2d5bd6,Herbert Burns,1988-02-02,day,sherdog
55f5bdaf0015030b,Alex Reyes,1986-10-02,day,sherdog
2aefc53c93252102,Ricky Glenn,1989-04-12,day,sherdog
59d44e0872a38402,Charalampos Grigoriou,1992-03-31,day,sherdog
f9a5ee6982ab08de,Pannie Kianzad,1991-12-08,day,sherdog
3a626ef8b2524507,Karl Williams,1990-01-06,day,sherdog
b2a055c8912b755a,Jarno Errens,1994-11-17,day,sherdog
81d9e153155e5028,Tony Ferguson,1984-02-12,day,wikidata
ac0eb50df9130917,Denis Tiuliulin,1988-05-17,day,sherdog
5cb64276b6b9ea55,Muhammad Mokaev,2000-07-30,day,sherdog
16b49cd67451547b,Kaynan Kruschewsky,1991-04-04,day,sherdog
fb02ddf6816c3234,Bill Algeo,1989-06-09,day,sherdog
a374c5a5b49514b5,Brian Kelleher,1986-08-19,day,sherdog
3f4bec1add6816db,Loik Radzhabov,1990-09-17,day,sherdog
b4ee0bfbd422d135,Lucie Pudilova,1994-06-13,day,sherdog
52626334298457ab,Mariya Agapova,1997-04-07,day,sherdog
0ffab957d9aa8189,Josh Fremd,1994-01-15,day,sherdog
c5a2577d5e259890,Yanis Ghemmouri,1995-01-24,day,sherdog
c9ff426866e8dfd3,Michelle Waterson-Gomez,1986-01-06,day,sherdog
419200e8de9e524f,Andrei Arlovski,1979-02-04,day,wikidata
abd8076120059678,Kyung Ho Kang,1987-09-09,day,sherdog
222714af832f4c52,Brady Hiestand,1999-04-30,day,sherdog
c8deb768d421f009,Josh Quinlan,1993-02-06,day,sherdog
02a12331a51dc780,Nate Maness,1991-06-27,day,sherdog
777df79be81ed0b5,Shayilan Nuerdanbieke,1994-05-04,day,sherdog
0c3ba783cdf08931,Miguel Baeza,1992-08-23,day,sherdog
9d8fb694a135a041,Jesse Butler,1992-05-24,day,sherdog
5b6371044f5a293b,Montana De La Rosa,1995-02-14,day,sherdog
37f101d3e49473e4,Vinicius Salvador,1996-07-24,day,sherdog
c54bce0af7e7b01b,Victor Martinez,1991-07-17,day,sherdog
67a410ddf634d5bb,Warlley Alves,1991-01-04,day,sherdog
72b8ddd1d482149e,Kleydson Rodrigues,1995-10-22,day,sherdog
623bd6b0fd789a01,Emily Ducote,1994-01-01,day,sherdog
ce7d7ddb1d8b6120,Alex Caceres,1988-06-20,day,sherdog
53d8cc811f1d597c,Rani Yahya,1984-09-12,day,wikidata
52f1431e2d267251,Michal Figlak,1996-08-16,day,sherdog
0797fc8692d8f81a,Liang Na,1996-07-27,day,sherdog
aba6a9466ceffa17,Gabriel Benitez,1988-06-15,day,sherdog
607dc533c6850458,Holly Holm,1981-10-17,day,wikidata
8eb101f19687b2c1,Christos Giagos,1990-01-23,day,wikidata
c9ae734f2686dd84,Germaine de Randamie,1984-04-24,day,sherdog
8fa232d3a73d0de7,Julio Arce,1989-10-27,day,sherdog
73edf033b8cfef8a,Anton Turkalj,1996-06-10,day,sherdog
c466cc5888c59b0e,AJ Dobson,1992-01-18,day,sherdog
92c3d765853df119,Luis Pajuelo,1994-12-18,day,sherdog
ae6df173f33fe54b,Bryan Barberena,1989-05-03,day,sherdog
c1913c3d6026e4d0,Natan Levy,1991-09-30,day,sherdog
c9317300533eb973,Katlyn Cerminara,1988-12-28,day,sherdog
b44d9aa783723762,Philipe Lins,1985-08-17,day,sherdog
85e36eed269a8e5f,Josh Parisian,1989-06-28,day,sherdog
7155981bfdf4c28b,Joanne Wood,1986-12-23,day,wikidata
05af8dd8adafc68a,Maryna Moroz,1991-09-08,day,sherdog
63794d4370198ec0,Tyson Pedro,1991-09-17,day,sherdog
e891217b7a2b4f16,Jamie Pickett,1988-08-29,day,sherdog
ccff59f4a6c0e287,Claudio Ribeiro,1992-07-17,day,sherdog
185ca098bbf84581,Mateus Mendonca,1999-01-07,day,sherdog
fc0cf228f2ac9a7e,Daniel Lacerda,1996-06-05,day,sherdog
71b1dc219f0b4ff4,Denys Bondar,1992-06-27,day,sherdog
b6c51b7cbb426717,Marcos Rogerio de Lima,1985-06-25,day,sherdog
9e3de4de1af35063,Val Woodburn,1993-08-10,day,sherdog
38942375bcbe06a6,Devin Clark,1990-04-12,day,sherdog
f6b8314c88557af7,Zac Pauga,1988-02-25,day,sherdog
8dfca53c3e78795e,Fernie Garcia,1992-04-12,day,sherdog
1581a12ff499bd32,Aliaskhab Khizriev,1990-08-24,day,sherdog
340ad4c65112927b,Makhmud Muradov,1990-02-08,day,sherdog
53a21fcd399412c4,Pete Rodriguez,1996-11-13,day,sherdog
a6b28b78bf4b32a5,Blake Bilder,1990-07-12,day,sherdog
1462bc5fa3cbce3c,Landon Quinones,1996-11-21,day,sherdog
d662f90d5ab81f35,Yohan Lainesse,1992-08-14,day,sherdog
6cc637cd5f5cb08b,Malcolm Gordon,1990-05-19,day,sherdog
186b7b196c354140,Phil Hawes,1989-01-08,day,sherdog
a45448a6818f77fd,Shannon Ross,1989-05-12,day,sherdog
eb1777d4ea8e9571,Stephanie Egger,1988-08-12,day,sherdog
93635f958774e503,Wellington Turman,1996-07-22,day,sherdog
a69391b7c397ed8f,Nick Aguirre,1996-01-15,day,sherdog
009be4cefec0c547,Mark Madsen,1984-09-23,day,sherdog
94dc256b3094fcef,Marc Diakiese,1993-03-16,day,sherdog
22b9b0e38edecc5c,Abu Azaitar,1986-03-10,day,sherdog
dcea68f4ed60b8fd,Mike Breeden,1989-04-21,day,sherdog
da2e5ecb2d502d25,Jinh Yu Frey,1985-05-20,day,sherdog
cf9572aa5a2a4ee3,Jennifer Maia,1988-10-06,day,sherdog
2bc62ac33dcb370f,Ashley Yoder,1987-10-20,day,sherdog
ed2b4a84df012d8d,Kanako Murata,1993-08-10,day,sherdog
6b235eef63a135bd,Johnny Munoz,1993-02-16,day,sherdog
1ebe45b826ab0427,AJ Fletcher,1997-02-18,day,sherdog
9beb40ad2fcb278d,Andre Fialho,1994-04-07,day,sherdog
87efda5e3f5fbc2a,Jake Collier,1988-10-23,day,sherdog
aef794c9754597d7,Hannah Goldy,1992-05-18,day,sherdog
4ce8b98017838f92,Terrence Mitchell,1989-12-30,day,sherdog
0f3f095136c21a97,John Makdessi,1985-05-03,day,wikidata
f4094ae72b9562f5,Blood Diamond,1988-07-10,day,sherdog
b037d86e6da0a231,Shane Young,1993-07-31,day,sherdog
a802ffbb7c452531,Zarah Fairn,1986-12-10,day,sherdog
161e2b9043cbb030,Chan Sung Jung,1987-03-17,day,wikidata
73dcdd41661adf51,Taila Santos,1993-06-22,day,sherdog
d6e67f7fd5f489a3,Parker Porter,1985-04-22,day,sherdog
8c40f8d46a6995b9,Yusaku Kinoshita,2000-08-21,day,sherdog
b48c93d5e1721e67,Hakeem Dawodu,1991-07-02,day,sherdog
f804db5c754b58ad,Chris Daukaus,1989-09-25,day,sherdog
360f2cc2f016e6ac,Tafon Nchukwi,1994-10-14,day,sherdog
5b7c7c83602d9b20,JP Buys,1996-04-30,day,sherdog
ee9d919453a41a80,Gavin Tucker,1986-06-17,day,sherdog
7a868cb67cd37a18,Aleksa Camur,1995-09-25,day,sherdog
61f87be764325b01,Danny Roberts,1987-07-14,day,sherdog
4eb7dddb4cd45ec1,Jonny Parsons,1991-09-06,day,sherdog
8f422d41a940e93c,Albert Duraev,1989-01-05,day,sherdog
dc2d95b1cce62691,Tucker Lutz,1994-07-12,day,sherdog
214a2a8ba3e64fcd,Austin Lingo,1994-07-10,day,sherdog
6f7956e788616622,Genaro Valdez,1992-01-16,day,sherdog
d060e977f1b102a4,Tyson Nam,1983-10-06,day,wikidata
14c2b57107bfd0c6,Carl Deaton,1989-11-24,day,sherdog
935f4105a8433e91,Ashlee Evans-Smith,1987-07-09,day,sherdog
ef4e659341d92d79,Robbie Lawler,1982-03-20,day,sherdog
7a7707b49ee6909b,Kamuela Kirk,1994-04-13,day,sherdog
5a7bb98211f03ab6,Damir Ismagulov,1991-02-03,day,sherdog
27bc00fdf8ab932c,Kevin Lee,1992-09-04,day,sherdog
70ee39eb53d14bc1,Blagoy Ivanov,1986-10-09,day,sherdog
820b6fd2cd06ae44,Zhalgas Zhumagulov,1988-08-29,day,sherdog
a9976b0f038ad666,Ronnie Lawrence,1992-06-13,day,sherdog
011485d53d482aca,Amanda Nunes,1988-05-30,day,sherdog
7f23574923bc2c13,David Dvorak,1992-06-05,day,sherdog
09efcf1044196013,Maria Oliveira,1996-12-09,day,sherdog
ec7a27f968fc9b33,Abubakar Nurmagomedov,1989-11-13,day,sherdog
cc66dc906fe562a1,Maxim Grishin,1984-05-02,day,wikidata
276b452a5c1e2a15,Ilir Latifi,1983-07-28,day,sherdog
d2dc01dd351d55d6,Nick Fiore,1997-12-10,day,sherdog
6c5b2817264e8783,Takashi Sato,1990-06-09,day,sherdog
8768279dfade97b4,Matt Brown,1981-01-10,day,wikidata
055f2660d67201cf,Chase Sherman,1989-11-06,day,sherdog
66625705042e3e34,Ji Yeon Kim,1989-10-18,day,sherdog
a5bcb9a27bbe7cef,Mandy Bohm,1989-07-30,day,sherdog
67d0649cbcca4b0d,Jessica-Rose Clark,1987-11-28,day,sherdog
6c947857075730fe,Braxton Smith,1990-01-01,day,sherdog
078a0c62a7f98405,Joseph Holmes,1995-07-04,day,sherdog
3fda9f65c223aa68,Journey Newson,1989-03-07,day,sherdog
6548b398e3d39f7f,Batgerel Danaa,1989-07-04,day,sherdog
127d33414821076e,Zak Cummings,1984-08-02,day,sherdog
fda46d5a07b62c2d,Ed Herman,1980-10-02,day,sherdog
34d38cbb8609aaa8,Aaron Phillips,1989-08-05,day,sherdog
c1173e915abc963f,Jorge Masvidal,1984-11-12,day,sherdog
f61afe64bddc9294,Cynthia Calvillo,1987-07-13,day,sherdog
9d03eaf7a17b94a3,Steven Peterson,1990-05-29,day,sherdog
8019e2ad75c010a4,Makwan Amirkhani,1988-11-08,day,sherdog
0aa3f2867f59903c,Omar Morales,1985-10-17,day,wikidata
faba7f0f67d88f35,Guido Cannetti,1979-12-19,day,wikidata
9594c184c4d83b7e,Raphael Assuncao,1982-07-19,day,wikidata
e3c4bca51aa2bdd4,Tony Gravely,1991-09-28,day,sherdog
4e9acaeebe49bd23,Trevin Jones,1990-08-04,day,sherdog
793a0a521e0b9ff7,Derek Brunson,1984-01-04,day,sherdog
16a29d115b3e37f4,Mana Martinez,1996-03-25,day,sherdog
3e1f496aca017284,Augusto Sakai,1991-05-05,day,wikidata
bb1b0654f5428e9e,Erick Gonzalez,1992-01-20,day,sherdog
85676ed9a7898a46,Rafael Alves,1990-10-11,day,sherdog
9492268d8774c0a4,Jordan Wright,1991-10-07,day,sherdog
08b1e6f4c8b49a3c,William Knight,1988-04-03,day,sherdog
0dbc2b27f95b406a,Lina Lansberg,1982-03-13,day,sherdog
ede79ed0a9e69d05,Khusein Askhabov,1995-02-13,day,sherdog
641c6584aeb2ef68,Juancamilo Ronderos,1995-02-17,day,sherdog
0054611c67a279b0,Don Shainis,1991-09-16,day,sherdog
892f9bf53bd1ac3b,Zubaira Tukhugov,1991-01-15,day,sherdog
491ab1255e4baf78,Glover Teixeira,1979-10-28,day,wikidata
f17ac6ab2aefbdc9,Mauricio Rua,1981-11-25,day,wikidata
389c9f320df4a0aa,Mounir Lazzez,1987-11-16,day,sherdog
4372f2baf2131250,Shamil Abdurakhimov,1982-09-02,day,wikidata
02daaff72f859e6e,Cheyanne Vlismas,1995-06-25,day,sherdog
a6d428cee57daf21,Saidyokub Kakhramonov,1995-11-14,day,sherdog
21e42c25f8200a44,Sergey Morozov,1989-06-14,day,sherdog
ef49463c1b030ad3,Darren Till,1992-12-24,day,sherdog
bf51dc1830ee0331,Jay Perrin,1993-06-15,day,sherdog
7851263522fb102d,Dalcha Lungiambula,1987-07-31,day,sherdog
af39dff621338816,Steven Koslow,1997-01-22,day,sherdog
521c47a71a0bf512,Scott Holtzman,1983-09-30,day,sherdog
9a3d4a20016a03e0,Marcelo Rojo,1988-07-02,day,sherdog
8347bba185c66013,Kevin Natividad,1993-04-02,day,sherdog
45250c3c3f7ab5ad,Frankie Edgar,1981-10-16,day,wikidata
6bd0d703c648d687,Brad Riddell,1991-09-30,day,sherdog
2dd7722633b1ce7b,Silvana Gomez Juarez,1984-12-06,day,sherdog
2def730e463beea2,Michael Trizano,1991-12-31,day,sherdog
0ecdf0e50055dbdc,Nicolae Negumereanu,1994-09-04,day,sherdog
32b54efa17dd09e6,Darrick Minner,1990-04-28,day,sherdog
ec2c1c878d169469,Shanna Young,1991-02-20,day,sherdog
a4264e3d664f208f,Benito Lopez,1994-04-06,day,sherdog
affb659e10d6cd2d,Liudvik Sholinian,1990-01-20,day,wikidata
e503c6a1065a60f9,Carlos Candelario,1991-06-04,day,sherdog
3c35e52c39c14b92,Ramona Pascual,1988-09-23,day,sherdog
9ee1b4b7ce888501,Jared Vanderaa,1992-05-12,day,sherdog
82ba41d5b0d1bd4d,TJ Dillashaw,1986-02-07,day,sherdog
fc5ed93b9af75353,Gadzhi Omargadzhiev,1993-02-24,day,sherdog
785759d90c61ba89,Misha Cirkunov,1987-02-27,day,sherdog
0432ba12b6296c1d,Brandon Davis,1990-05-08,day,sherdog
b0fc9b463c44f7ea,Nick Maximov,1997-12-23,day,sherdog
0662ef4422da2b62,Mike Jackson,1985-03-22,day,sherdog
0f5f06baf411efde,Francisco Trinaldo,1978-08-24,day,sherdog
854e005d02f4fc4d,Jesse Ronson,1985-12-24,day,wikidata
aa24645f9e10d443,Krzysztof Jotko,1989-08-19,day,sherdog
416fb42c0fa5f7f5,Randy Costa,1994-07-06,day,sherdog
c218493d5752901e,Alen Amedovski,1988-04-06,day,sherdog
0f8a323857fc0cf8,Louis Cosce,1995-08-27,day,sherdog
1c209565f0bc5032,Cameron VanCamp,1993-04-27,day,sherdog
31043c77d0796678,Nate Diaz,1985-04-16,day,wikidata
778e04910c886e08,Darian Weeks,1993-11-23,day,sherdog
03e27747dcc820b7,Alessio Di Chirico,1989-12-12,day,sherdog
84a0f4e2cc595935,Khalid Taha,1992-02-15,day,sherdog
bf516243a7e143d6,Luke Rockhold,1984-10-17,day,wikidata
74f92ba368c34527,Wu Yanan,1996-04-18,day,sherdog
c89b0a7cd08a3b08,Harry Hunsucker,1989-01-03,day,sherdog
3e7473db3e9cd66d,Leonardo Santos,1980-02-05,day,sherdog
9d56d022b89c876b,Luis Saldana,1991-01-27,day,sherdog
96d26c977eadb3a2,Francisco Figueiredo,1989-10-23,day,sherdog
f2093bbdb37c45da,Dominick Cruz,1985-03-09,day,wikidata
345d5e7b840840a7,Nina Nunes,1985-12-03,day,sherdog
2221d5bee0554c41,Charlie Ontiveros,1991-07-04,day,sherdog
c5915a36a2292c64,Jason Witt,1986-11-07,day,sherdog
e3f7c41decece828,Thiago Santos,1984-01-07,day,sherdog
83c4c92f55a67eb0,Sam Alvey,1986-05-06,day,sherdog
b00a827ba950711c,Miranda Granger,1992-04-13,day,sherdog
6e0125117e60787c,Alexander Gustafsson,1987-01-15,day,wikidata
8f8acc8ee6e86f42,Charles Rosa,1986-08-24,day,wikidata
426a84763e12ff85,Claudio Silva,1982-09-06,day,wikidata
cd0f641530fba765,Shane Burgos,1991-03-19,day,sherdog
3411cece8b9fb184,Dwight Grant,1984-09-14,day,sherdog
2651aa1e611abadc,Antonina Shevchenko,1984-11-20,day,sherdog
5d2616ed7d9393ad,Cortney Casey,1987-05-05,day,sherdog
6714baa6b0fabf58,Karl Roberson,1990-10-04,day,sherdog
f9ac8755c4e77c77,Donald Cerrone,1983-03-29,day,wikidata
bb1e94f2c695817f,Uriah Hall,1984-07-31,day,sherdog
6e00e788ecbc2679,Jessica Eye,1986-07-27,day,sherdog
1095245810dfbeb2,Alan Baudot,1988-02-01,day,sherdog
33936cc54a3063f8,Raulian Paiva,1995-10-17,day,sherdog
c7dfe4e7b38bd955,Tony Kelley,1987-01-21,day,sherdog
1ba233ad38f5f9a4,Danny Chavez,1987-03-14,day,sherdog
2038fc2e7818a453,Gloria de Paula,1995-06-10,day,sherdog
